SID,Age,Sex,Language,Experimenter,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct_final,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single,Notes_double,Unit_task_repeat_alts,Exclude_trial_single,Exclude_trial_double,Exclude_trial_final,Exclude_trial_reason
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,GiveN,2,9,NA,9,9,1,,,,,,,,,NA,0,,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,GiveN,3,7,NA,7,7,1,,,,,,,,,NA,0,,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,GiveN,4,5,NA,5,5,1,,,,,,,,,NA,0,,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,1,5,6,6,6,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,2,7,8,8,8,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,3,16,18,18,18,0,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,4,24,25,25,25,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,5,52,53,53,53,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,6,71,72,72,72,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,7,105,106,106,106,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,8,107,108,108,108,1,1,1,1,,,,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,9,116,117,117,117,1,0,0,0,1,1,1,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,10,224,225,225,225,1,0,0,0,1,1,1,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,11,252,254,254,254,0,0,0,0,1,1,1,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,SF,12,271,273,273,273,0,0,0,0,1,1,1,,,,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,3,16,17,17,17,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,4,24,25,25,25,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,5,52,53,53,53,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,6,71,72,72,72,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,7,105,106,106,106,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,8,107,108,108,108,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,9,116,117,117,117,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,10,224,225,225,225,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,11,252,254,254,254,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,NN,12,271,278,278,278,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,18,DrumRainbowHourglass,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,19,BellBlockHat,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,20,ChairDrumMug,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,21,RainbowMugHat,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,22,HourglassBellChair,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,23,PlanetShoeClockStar,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,25,StarBookHourglassShoe,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-55,6.234086242,F,Cantonese,KG,SV,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,GiveN,1,6,NA,6,6,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,GiveN,2,9,NA,9,9,1,,,,,,,,,NA,0,,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,GiveN,3,7,NA,7,7,1,,,,,,,,,NA,0,,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,GiveN,4,5,NA,5,5,1,,,,,,,,,NA,0,,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,1,5,6,6,6,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,2,7,8,8,8,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,3,16,17,17,17,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,4,24,25,25,25,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,5,52,54,54,54,0,0,0,0,1,1,1,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,6,71,72,72,72,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,7,105,106,106,106,1,0,0,0,0,0,0,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,8,107,109,109,109,0,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,9,116,117,117,117,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,10,224,225,225,225,1,0,0,0,0,0,0,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,11,252,253,53,253,1,0,0,0,0,0,0,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,SF,12,271,272,272,272,1,1,1,1,,,,,,,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,3,16,17,17,17,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,4,24,25,25,25,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,5,52,53,53,53,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,6,71,72,72,72,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,7,105,106,106,106,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,8,107,107,107,107,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,9,116,106,106,106,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,10,224,225,225,225,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,11,252,226,226,226,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,NN,12,271,"20, 78","20,78","20, 78",0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,7,PresentTire,1,11,1,1,,,,,,,,,NA,0,#N/A,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,15,MugHourglassBlock,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,18,DrumRainbowHourglass,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,19,BellBlockHat,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,20,ChairDrumMug,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,21,RainbowMugHat,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,22,HourglassBellChair,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,23,PlanetShoeClockStar,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,25,StarBookHourglassShoe,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,26,KiteTirePlanetBlock,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,27,BookHeartTireClock,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-56,6.548939083,M,Cantonese,KG,SV,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,GiveN,1,6,NA,6,6,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,GiveN,2,9,NA,9,9,1,,,,,,,,,NA,0,,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,GiveN,3,7,NA,7,7,1,,,,,,,,,NA,0,,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,GiveN,4,5,NA,5,5,1,,,,,,,,,NA,0,,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,Training,1,2,2,2,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,1,5,6,6,6,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,2,7,8,8,8,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,3,16,17,17,17,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,4,24,25,25,25,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,5,52,54,54,54,0,0,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,6,71,72,72,72,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,7,105,106,106,106,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,8,107,108,108,108,1,1,1,1,1,,,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,9,116,117,117,117,1,1,0,0,0,1,1,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,10,224,225,225,225,1,1,0,0,0,1,1,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,11,252,254,254,254,0,0,0,0,0,0,0,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,SF,12,271,273,273,273,0,0,0,0,0,1,1,,,,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,Training,1,2,2,2,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,1,5,6,6,6,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,2,7,8,8,8,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,3,16,17,17,17,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,4,24,25,25,25,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,5,52,56,56,56,0,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,6,71,72,72,72,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,7,105,106,106,106,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,8,107,108,108,108,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,9,116,117,117,117,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,10,224,245,245,245,0,1,,1,,,,,Repeat once,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,11,252,256,256,256,0,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,NN,12,271,278,278,278,0,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,Sample Item A,Apple,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,NA,1,1,1,no data
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,NA,0,0,0,
070518-SWH-57,5.587953457,F,Cantonese,CL,SV,0,,0,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,NA,0,0,0,
