SID,Language,Last_successful,Error,Prompt,After_prompt,IHC_single,IHC_final,FHC_single,FHC_final,Special_count,Experimenter_missed,Notes,Coder,Exclude,Exclude-reason,Validated,PB on 11.13.18
SK-M-24-KP,Hindi,29,20,30,22,20,20,29,29,0,0,,PB,0,,RMS,
SK-M-26-NS,Hindi,20,can't hear,21,IDK,20,20,20,20,,0,"error: audio - can't hear, datasheet 40 ",PB,0,,RMS,
SK-M-27-DJ,Hindi,22,28,23,26,22,22,22,22,0,0,,PB,0,,RMS,
SK-M-28-VV,Hindi,20,51,21,"32, IDK",,20,20,20,,,,PB,0,,RMS,
SK-M-30-NV,Hindi,24,IDK,25,IDK,24,24,24,24,0,0,,PB,0,,RMS,
SK-M-30-NV,Hindi,24,IDK,25,silence,24,24,24,24,,0,,PB,0,,RMS,
SK-M-32-PS,Hindi,36,34,37,38,36,36,46,46,,1,"experimenter pronounced 37 wrong, audio error 34, datasheet error 39",PB,0,,RMS,
SK-M-32-PS,Hindi,40,IDK,41,42,36,36,46,46,,0,"error: audio IDK, datasheet 50",PB,0,,RMS,
SK-M-32-PS,Hindi,46,26,47,IDK,36,36,46,46,,1,experimenter pronounced 47 wrong,PB,0,,RMS,
SK-M-34-AP,Hindi,10,12,NA,NA,10,10,15,15,,1,experimenter didn't hear error,PB,0,,RMS,
SK-M-34-AP,Hindi,15,19,16,18,10,10,15,15,,0,,PB,0,,RMS,
SK-M-35-JS,Hindi,20,silence,21,26,20,20,20,20,,0,"error: audio: silence, datasheet 32",PB,1,no other data,RMS,
SK-M-37-KK,Hindi,1,NA,NA,NA,1,1,1,1,,0,child refused to count,PB,1,would not count,RMS,
SK-M-38-AB,Hindi,20,30,21,30,20,20,20,20,,0,,PB,0,,RMS,
SK-M-39-SC,Hindi,4,1,5,6,,7,,7,,,,PB,1,child started from 1,RMS,
SK-M-39-SC,Hindi,7,1,8,"1,2,3",,7,,7,,,,PB,1,child started from 1,RMS,
SK-M-39-SC,Hindi,7,6,8,2,,7,7,7,,,,PB,0,,RMS,
SK-M-39-SC,Hindi,8,2,9,2,,7,,7,,,,PB,1,made error after prompt,RMS,
SK-M-4-GJ,Hindi,20,IDK,21,"21,22",20,20,46,44,0,0,,SS,0,,RMS,
SK-M-4-GJ,Hindi,23,24 in Gujarati ,NA,NA,20,20,46,44,0,1,,SS,0,,RMS,
SK-M-4-GJ,Hindi,30,IDK,31,"31,32",20,20,46,44,0,0,,SS,0,,RMS,
SK-M-4-GJ,Hindi,35,36 mispronounced ,36,37,20,20,46,44,0,0,"said hindi way of ""Three-six"" instead of ""Thirty-six""",SS,0,,RMS,see the first comment in this set/child for the row 'look at notes'
SK-M-4-GJ,Hindi,37,Omitted 38 and said 39 in Gujarati ,NA,NA,20,20,46,44,0,1,,SS,0,,RMS,38 was in the background while experimenter made affirmative sound 
SK-M-4-GJ,Hindi,40,IDK,41,42,,20,46,44,,,,,0,,RMS,
SK-M-4-GJ,Hindi,42,Look at notes,43,44,20,20,46,44,1,0,"Oversimplification of counting pattern. The first two numbers of the forties have a “Yalees” pattern but the rest do not, child was adding that ending to all numbers in the forties.",SS,0,,RMS,"first IHC is 20, child said she doesn't know, prompt: 21; Second IHC 30, child said she doesn't know what comes nexr, experimenter provided prompt 31, and child successfully counted up to 35, and child said she doesn't know. experimenter provided prompt 36; child successfully counted upto 40 and said she doesn't know. experimenter provided prompt for 41, then child counted upto 43 in Rajasthani, then silent, 44, and then said 46, experimenter prompted 45. Child silent after 45, but then said 46, 39, 40,. 46 was the last IHC, experimenter prompted 47, child said 39, 40. "
SK-M-4-GJ,Hindi,44,Silent,45,46,20,20,46,44,0,0,,SS,0,,RMS,this is correct
SK-M-4-GJ,Hindi,46,Silent,47,"39 in Gujarati, 40",20,20,46,44,0,0,,SS,1,more than 3 errors in decade,RMS,"39 was not in Gujarati, but Hindi"
SK-M-40-SP,Hindi,20,"""one""",21,22,,20,,23,,,,PB,0,,RMS,
SK-M-40-SP,Hindi,23,25,24,27,,20,23,23,,,,PB,0,,RMS,
SK-M-41-PR,Hindi,12,16,13,"1,2,3... 12-14",,12,,12,,,second trial,PB,1,child repeated mistake,RMS,
SK-M-41-PR,Hindi,12,16,13,"1,2,3 ... 12-14",,12,12,12,,,,PB,0,,RMS,
SK-M-42-PS,Hindi,NA,NA,NA,NA,NA,NA,NA,NA,,0,child unresponsive and teacher interference,PB,1,would not count,RMS,
SK-M-43-AJ,Hindi,1,1,NA,NA,1,,NA,,,1,experimenter didn't give prompt after child made error,PB,1,experimenter error,RMS,
SK-M-44-MV,Hindi,18,10,19,"18, 19 (gujarati), 20, 30, 40",18,18,18,18,0,0,,SS,0,,RMS,
SK-M-45-HP,Hindi,19,22 in Gujarati,20,Silent,19,19,19,19,0,0,Language change,SS,0,,RMS,
SK-M-46-DP,Hindi,21,silence,22,silence,21,21,21,21,,0,,PB,0,,RMS,
SK-M-5-LS,Hindi,60,IDK,61,62,,60,,66,,,,PB,0,,RMS,
SK-M-5-LS,Hindi,66,CVCV,67,50,,60,,66,,,,PB,0,,RMS,
SK-M-7-PK,Hindi,20,IDK,21,22,,20,,33,,,Has counting system 2 5 = 25,PB,0,,RMS,
SK-M-7-PK,Hindi,22,IDK,23,"22, 23,",,20,,33,,,,PB,0,,RMS,
SK-M-7-PK,Hindi,29,"31, 32",30,31,,20,,33,,,,PB,0,,RMS,
SK-M-7-PK,Hindi,33,IDK,34,IDK,,20,,33,,,,PB,0,,RMS,
SR-1-BS,Hindi,4,9,5,3,,4,4,10,,,,PB,1,child corrected on second try,RMS,
SR-1-BS,Hindi,4,6,5,6,,4,,10,,,second trial,PB,0,,RMS,
SR-1-BS,Hindi,10,14,11,"1,2,3 . /14",,4,,10,,,,PB,0,,RMS,
SR-10B-NY,Hindi,6,5,7,8,,6,,25,,,,PB,0,,RMS,
SR-10B-NY,Hindi,9,6,10,"1,2,3 . / 11",,6,,25,,,,PB,0,,RMS,
SR-10B-NY,Hindi,19,50,20,"1,2,3 . / 20",,6,,25,,,,PB,0,,RMS,
SR-10B-NY,Hindi,20,40,21,22,,6,,25,,,,PB,0,,RMS,
SR-10B-NY,Hindi,25,28,26,28,,6,25,25,,,,PB,0,,RMS,
SR-11-DL,Hindi,48,IDK,49,50,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,65,67,66,67,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,68,silence,69,70,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,75,77,76,77,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,78,"silence, IDK",79,80,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,80,"silence, IDK",81,82,,48,,88,,,,PB,0,,RMS,
SR-11-DL,Hindi,88,"silence, IDK",89,80,,48,88,88,,,,PB,0,,RMS,
SR-14B-KS,Hindi,7,19,8,9,,10,,19,,,second trial,PB,0,,RMS,
SR-14B-KS,Hindi,10,19,11,IDK,,10,,19,,,,PB,1,child corrected on second try,RMS,
SR-14B-KS,Hindi,19,13,20,8,,10,19,19,,,,PB,0,,RMS,
SR-15-PP,Hindi,NA,NA,NA,NA,NA,NA,NA,NA,,0,child refused to count,PB,1,would not count,RMS,
SR-15B-SB,Hindi,19,18,20,40,,19,,19,,,,PB,0,,RMS,
SR-16-KK,Hindi,16,"IDK, silence",17,"silence, 18",,16,,18,,,,PB,0,,RMS,
SR-16-KK,Hindi,18,silence,19,30,,16,18,18,,,,PB,0,,RMS,
SR-16B-BS,Hindi,23,26,24,27,,23,,23,,,,PB,0,,RMS,
SR-17B-SM,Hindi,34,IDK,35,37,,34,,34,,,,PB,0,,RMS,
SR-18B-RS,Hindi,47,41,48,"50, CVCV",,47,47,47,,,Rajasthani speaker,PB,0,,RMS,
SR-19B-AS,Hindi,1,3,2,4,,1,,1,,,,PB,1,child could not count past 1,RMS,
SR-19B-AS,Hindi,6,3,7,8,,6,8,8,,,second try on SR-19B-AS,PB,0,,RMS,
SR-19B-AS,Hindi,8,IDK/Silence,9,IDK/Silence,,6,,8,,,,PB,0,,RMS,
SR-1B-SB,Hindi,24,IDK,25,IDK,,24,24,24,,,,PB,0,,RMS,
SR-2-PS,Hindi,30,IDK,31,32,30,30,35,35,,0,,PB,0,,RMS,
SR-2-PS,Hindi,35,IDK,36,39,30,30,35,35,,0,,PB,0,,RMS,
SR-20B-AP,Hindi,58,69,59,60,,58,,60,,,Rajasthani speaker,PB,0,,RMS,
SR-20B-AP,Hindi,60,71,61,72,,58,60,60,,,,PB,0,,RMS,
SR-21B-JG,Hindi,6,4,7,4,6,6,,26,,,,PB,0,"what does ""second try"" mean? Should these numbers be excluded?",RMS,
SR-21B-JG,Hindi,21,23,22,23,6,6,,26,,,second try on SR-21B-JG,PB,0,"what does ""second try"" mean? Should these numbers be excluded?",RMS,after prompt child remained silent so experimenter started from 20 again. 
SR-21B-JG,Hindi,23,"50, 4, IDK",24,25,6,6,,26,,,,PB,0,"what does ""second try"" mean? Should these numbers be excluded?",RMS,"Child said 4 after prompting 'what comes after 23', but experimenter asked again and child gave the wrong answer again and then exp prompted. "
SR-21B-JG,Hindi,26,23,27,29,6,6,26,26,,,,PB,0,"what does ""second try"" mean? Should these numbers be excluded?",RMS,"child made mistake right after giving prompt, experimenter ignored it and provided prompt again. "
SR-23-BS,Hindi,9,11,10,12,,9,,29,,0,,PB,0,child first last successful doesn't match IHC,RMS,this is correct
SR-23-BS,Hindi,21,32,22,23,21,9,29,29,,0,,PB,0,child first last successful doesn't match IHC,RMS,this is correct
SR-23-BS,Hindi,29,33,30,32,21,9,29,29,,0,,PB,0,child first last successful doesn't match IHC,RMS,this is correct
SR-24-VR,Hindi,25,38,26,IDK,,25,,25,,,second trial,PB,1,child could not continue after prompt,RMS,
SR-24-VR,Hindi,25,silence,26,20,,25,,25,,,,PB,0,,RMS,
SR-28-KS,Hindi,24,IDK,25,IDK,,24,,34,,,Rajasthani speaker,PB,0,,RMS,
SR-28-KS,Hindi,26,28,27,28,,24,,34,,,second trial,PB,0,,RMS,
SR-28-KS,Hindi,30,21,31,32,,24,,34,,,,PB,0,,RMS,
SR-28-KS,Hindi,34,25,35,34,,24,34,34,,,,PB,0,,RMS,
SR-29-TR,Hindi,35,45,36,IDK,35,35,35,35,,0,,PB,0,,RMS,
SR-3-RS,Hindi,12,16,13,14,12,12,17,17,,0,"error: audio 16, datasheet 14",PB,0,,RMS,
SR-3-RS,Hindi,17,16,18,14,12,12,17,17,,0,"error: audio 16, datasheet 14",PB,0,,RMS,
SR-30-RP,Hindi,21,32,22,23,,21,,29,,,,PB,0,,RMS,
SR-30-RP,Hindi,23,40,24,25,,21,,29,,,,PB,0,,RMS,
SR-30-RP,Hindi,25,"silence, IDK",26,27,,21,,29,,,,PB,0,,RMS,
SR-30-RP,Hindi,29,"silence, IDK",30,21,,21,29,29,,,,PB,0,,RMS,
SR-32-UP,Hindi,30,"silence, IDK",31,34,,30,30,34,,,,PB,1,child corrected on second try,RMS,
SR-32-UP,Hindi,30,"silence, IDK",31,32,,30,,34,,,second trial,PB,0,,RMS,
SR-32-UP,Hindi,34,error,,,,30,,34,,1,exp missed 34 - 36,PB,0,,RMS,
SR-33-AC,Hindi,30,CVCV,31,22,,30,30,30,,,,PB,0,,RMS,
SR-34-VS,Hindi,20,40,21,40,,20,20,20,,,,PB,0,,RMS,
SR-35-KM,Hindi,48,49,49,NA,,48,,68,,0,switched to Gujarati,PB,0,,RMS,
SR-35-KM,Hindi,68,70,NA,NA,,48,,68,,1,Experimenter didn't provide prompt,PB,0,,RMS,
SR-37-JP,Hindi,30,IDK,31,22,30,30,30,30,0,0,,PB,0,,RMS,
SR-38-JY,Hindi,21,CVCV,22,24,,21,,21,,,,PB,0,,RMS,
SR-39-AT,Hindi,13,15,14,1,13,13,29,13,0,,,SS,0,,RMS,
SR-39-AT,Hindi,24,26,25,Silent,13,13,29,13,0,,Initial error was 26 and then switched to 22,SS,1,could not continue after prompt,RMS,
SR-39-AT,Hindi,29,20,30,21,13,13,29,13,0,1,,SS,1,could not continue after prompt,RMS,
SR-3B-SY,Hindi,30,IDK,31,42,,30,30,30,,,,PB,0,,RMS,
SR-40-KS,Hindi,15,IDK,16,18,,15,15,15,,,"Rajasthani speaker, second trial coding ",PB,0,,RMS,
SR-41-K,Hindi,14,IDK,15,"IDK, 16",,14,14,16,,,Most likely a Rajasthani speaker,PB,0,,RMS,
SR-41-K,Hindi,16,16,17,IDK,,14,16,16,,,,PB,0,,RMS,
SR-43-GS,Hindi,6,9,7,"IDK, 6, 8",,6,,6,,,,PB,0,,RMS,
SR-44-RP,Hindi,1,"IDK, silence",2,IDK,,1,,1,,,,PB,1,child could not count past 1,RMS,
SR-45-HB,Hindi,28,22,29,23,,28,28,28,,,,PB,0,,RMS,
SR-46-MM,Hindi,17,"IDK, silence",18,"IDK, 35",,17,17,17,,,,PB,0,,RMS,
SR-47-MS,Hindi,1,banana,2,banana,,1,,1,,,,PB,1,child could not count past 1,RMS,
SR-49-RS,Hindi,20,IDK,21,22,,20,,23,,,,PB,0,,RMS,
SR-49-RS,Hindi,23,CVCV,24,"15, IDK",,20,,23,,,,PB,0,,RMS,
SR-4B-GB,Hindi,60,IDK,61,62,,60,,87,,,,PB,0,,RMS,
SR-4B-GB,Hindi,80,91,81,82,,60,,87,,,,PB,0,,RMS,
SR-4B-GB,Hindi,87,48,88,99,,60,87,87,,,,PB,0,,RMS,
SR-5-HS,Hindi,15,17,NA,NA,,15,,20,,0,child too fast,PB,0,,RMS,child too fast but understandable. 
SR-5-HS,Hindi,20,31,21,IDK,,15,,20,,0,error: only this is from the datasheet,PB,0,,RMS,
SR-5-HS,Hindi,21,32,NA,NA,,15,,20,,1,experimenter didn't provide prompt,PB,1,Made error immediately after prompt,RMS,
SR-50-MS,Hindi,1,IDK,2,3,1,1,3,3,,,,PB,0,,RMS,
SR-50-MS,Hindi,3,2,4,IDK,1,1,3,3,,,,PB,0,,RMS,
SR-53-KG,Hindi,15,silence,16,40,,15,15,15,,,,PB,0,,RMS,
SR-54-CS,Hindi,1,"CVCV, 9, 2, 100, CVCV",3,"CVCV, 9, 100",,1,,1,,,"Rajasthani speaker, crazy",PB,1,child could not count past 1,RMS,
SR-54-CS,Hindi,3,"8, CVCV",4,"1,2,5, 8,9",,1,,1,,,,PB,1,child could not count past 1,RMS,
SR-55-IS,Hindi,3,"5, CVCV",4,,,3,3,3,,,,PB,0,did experimenter give incorrect prompt,RMS,"prompt was 4, wrongly coded previously "
SR-57-RN,Hindi,5,IDK,6,"11, slience",,5,,5,,,"several trials, this is the highest",PB,0,,RMS,
SR-59-GP,Hindi,36,"IDK, silence",37,38,,36,,68,,,,PB,0,,RMS,
SR-59-GP,Hindi,40,50,41,42,,36,,68,,,,PB,0,,RMS,
SR-59-GP,Hindi,48,39,49,"40, 50",,36,,68,,,50 on second trial,PB,0,,RMS,
SR-59-GP,Hindi,50,60,51,52,,36,,68,,,,PB,0,,RMS,
SR-59-GP,Hindi,66,CVCV,67,68,,36,,68,,,,PB,0,,RMS,
SR-59-GP,Hindi,68,39,69,73,,36,68,68,,,,PB,0,,RMS,
SR-5B-RR,Hindi,10,silence,11,12,,10,,18,,,,PB,0,,RMS,
SR-5B-RR,Hindi,18,3,19,30,,10,18,18,,,,PB,0,,RMS,
SR-6-MS,Hindi,26,IDK,27,28,,26,,34,,,,PB,0,,RMS,
SR-6-MS,Hindi,30,IDK,31,32,,26,,34,,,,PB,0,,RMS,
SR-6-MS,Hindi,34,IDK,35,"25, 26",,26,34,34,,,,PB,0,,RMS,
SR-6B-BY,Hindi,20,24,21,22,,20,,29,,,,PB,0,,RMS,
SR-6B-BY,Hindi,26,"IDK, 25",27,28,,20,,29,,,,PB,0,,RMS,
SR-6B-BY,Hindi,29,CVCV,30,24,,20,29,29,,,,PB,0,,RMS,
SR-7B-RS,Hindi,29,20,30,21,,29,29,29,,,,PB,0,,RMS,
SR-8-MP,Hindi,19,22,20,21,,19,,39,,,,PB,0,,RMS,
SR-8-MP,Hindi,21,22,NA,NA,,19,,39,,1,switched to Gujarati after 22,PB,0,,RMS,
SR-8-MP,Hindi,28,silence ,29,30,,19,,39,,1,Switched to Hindi after 28,PB,0,,RMS,
SR-8-MP,Hindi,31,silence ,32,33,,19,,39,,,,PB,0,,RMS,
SR-8-MP,Hindi,34,"CVCV, 29",35,36,,19,,39,,,,PB,0,,RMS,
SR-8-MP,Hindi,36,38,37,38,,19,,39,,,,PB,0,,RMS,
SR-8-MP,Hindi,39,50,40,"CVCV,100",,19,39,39,,,,PB,0,,RMS,
SR-9-RK,Hindi,66,68,67,68,,66,,140,,,,PB,0,,RMS,
SR-9-RK,Hindi,68,59,69,70,,66,,140,,,,PB,0,,RMS,
SR-9-RK,Hindi,140,140,140,140,,66,,140,,,,PB,0,,RMS,
SW-AD-3,English (India),100,IDK,101,102,100,100,140,140,0,0,0,SP,0,,RMS,
SW-AD-3,English (India),109,IDK,110,111,100,100,140,140,0,0,0,SP,0,,RMS,
SW-AP-9,English (India),140,NA,NA,NA,140,140,140,140,0,0,,SH,0,,RMS,
SW-AS-7,English (India),100,200,101,200,100,100,100,100,0,0,0,RMS,0,,RMS,
SW-AT-5,English (India),100,102,101,102,100,100,109,109,0,0,,SH,0,,RMS,
SW-AT-5,English (India),104,106,105,106,100,100,109,109,0,0,,SH,0,,RMS,
SW-AT-5,English (India),109,silent,110,101,100,100,109,109,0,0,,SH,0,,RMS,
SW-DB-24,English (India),20,11,21,22,20,20,120,120,,,,JA,0,,RMS,
SW-DB-24,English (India),117,119,NA,NA,20,20,120,120,,,,JA,0,,RMS,
SW-DB-24,English (India),120,silent,121,121,20,20,120,120,,,,JA,0,,RMS,
SW-DB-31,English (India),16,77,17,18,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),29,14/40,30,31,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),59,14/40,60,61,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),69,14/40,70,71,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),79,14/40,80,81,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),89,50,90,91,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),99,50,100,111,16,16,110,99,,,,JA,0,,RMS,
SW-DB-31,English (India),99,,101,,16,16,110,99,,,,JA,1,made error immediately after prompt,RMS,
SW-DB-31,English (India),99,,102,103,16,16,110,99,,,,JA,1,made error immediately after prompt,RMS,
SW-DB-31,English (India),104,5,105,6,16,16,110,99,,,,JA,1,made error immediately after prompt,RMS,
SW-DB-31,English (India),104,,105,,16,16,110,99,,,,JA,1,made error immediately after prompt,RMS,
SW-DB-31,English (India),110,IDK,111,,16,16,110,99,,,,JA,1,made error immediately after prompt,RMS,
SW-DHR-14,English (India),39,30,40,41,39,39,100,100,0,0,,RMS,0,,RMS,
SW-DHR-14,English (India),67,70,68,69,39,39,100,100,0,0,,RMS,0,,RMS,
SW-DHR-14,English (India),100,0,101,IDK,39,39,100,100,0,0,,RMS,0,,RMS,
SW-DJ-23,English (India),2,silence,NA,NA,NA,NA,NA,NA,0,0,Child would not count,RMS,1,would not count,RMS,
SW-DV-27,English (India),15,"""one-eight eighteen""",16,17,15,15,19,19,,,,RMS,0,,RMS,
SW-DV-27,English (India),17,"""two-zero twenty""",18,19,15,15,19,19,,,,RMS,0,,RMS,
SW-DV-27,English (India),19,"""one-eight eighteen""",20,"""one two zero twenty""",15,15,19,19,,,,RMS,0,,RMS,
SW-HP-11,English (India),100,200,101,102,100,100,140,140,0,0,,RMS,0,,RMS,
SW-HP-21,English (India),14,16,15,18,14,14,14,14,0,0,"Experimenter prompted on wrong number, child made an error immediately after being prompted - Experimenter should have stopped task but didn't, prompted once more, not recorded here. ",RMS,0,,RMS,
SW-JM-4,English (India),100,99,101,2,100,100,100,100,0,0,,RMS,0,,RMS,
SW-KD-16,English (India),98,90,99,100,98,98,108,108,0,0,,RMS,0,,RMS,
SW-KD-16,English (India),100,102,101,102,98,98,108,108,0,0,,RMS,0,,RMS,
SW-KD-16,English (India),108,silence,109,100,98,98,108,108,0,0,,RMS,0,,RMS,
SW-KM-26,English (India),24,29,25,26,24,24,30,30,,1,Kid gets up to 24 but experimentor returns her to 23,JA,0,,RMS,
SW-KM-26,English (India),30,40,31,30,24,24,30,30,,,,JA,0,,RMS,
SW-KP-18,English (India),121,102,122,123,121,121,130,130,0,0,,RMS,0,,RMS,
SW-KP-18,English (India),126,107,127,128,121,121,130,130,0,0,,RMS,0,,RMS,
SW-KP-18,English (India),130,120,131,102,121,121,130,130,0,0,"Child made this error two times - sounds like JS thought it was ""132,"" kept prompting several times after, prompts are not recorded here because child made error immediately after being prompted.",RMS,0,,RMS,
SW-MDH-8,English (India),89,100,90,91,89,89,138,138,0,0,,RMS,0,,RMS,
SW-MDH-8,English (India),127,118,128,129,89,89,138,138,0,0,,RMS,0,,RMS,
SW-MDH-8,English (India),129,NA,140,NA,89,89,138,138,0,0,"Child was actually on 129, experimenter thought it was 139",,0,,RMS,
SW-MDH-8,English (India),135,134,136,137,89,89,138,138,0,0,,RMS,0,,RMS,
SW-MDH-8,English (India),138,129,NA,NA,89,89,138,138,0,1,Child jumped from 138 to 129,RMS,0,,RMS,
SW-MP-1B,English (India),100,silent,101,1...,100,100,100,100,,,"Unclear whether child is saying ""teen"" at decades, but they say correct decade label through rest of decade. Child gets to 100, but then experimenter goes back to 20? ",RMS,0,,RMS,
SW-MP-2B,English (India),1,silent,NA,NA,NA,NA,NA,NA,,,,RMS,1,child would not count,RMS,
SW-PP-22,English (India),NA,NA,NA,NA,NA,NA,NA,NA,,,"Task refused; kid repeats experimentor/teacher through one, two, three, but never takes off on their own.",JA,1,Child refuses to count,,
SW-PS-2,English (India),110,IDK,111,112,110,110,140,140,0,0,,RMS,0,,RMS,
SW-PS-2,English (India),127,118,128,129,110,110,140,140,0,0,,RMS,0,,RMS,
SW-PS-2,English (India),138,129,139,140,110,110,140,140,0,0,,,0,,RMS,
SW-R-17,English (India),29,40,30,22,29,29,29,29,0,0,"Child jumped from 29 to 40, experimenter couldn't hear, then gave prompt later. ",RMS,0,,RMS,
SW-RG-19,English (India),43,45,44,45,43,43,59,59,0,0,,RMS,0,,RMS,
SW-RG-19,English (India),59,50,60,17,43,43,59,59,0,0,,RMS,0,,RMS,
SW-SB-3B,English (India),100,didnt know,101,102,100,100,140,140,,,,JA,0,,RMS,
SW-SB-3B,English (India),115,117,115,116,100,100,140,140,,,,JA,0,,RMS,
SW-SB-3B,English (India),120,didnt know,121,122,100,100,140,140,,,,JA,0,,RMS,
SW-SB-3B,English (India),140,NA,NA,NA,100,100,140,140,,,,JA,1,not an error,RMS,
SW-SM-13,English (India),100,IDK,101,IDK,100,100,100,100,0,0,,RMS,0,,RMS,
SW-SS-25,English (India),4,6,5,6,4,4,12,12,0,0,,RMS,1,comprehension failure,RMS,
SW-SS-25,English (India),6,8,7,8,4,4,12,12,0,0,,RMS,1,comprehension failure,RMS,
SW-SS-25,English (India),10,2,11,12,4,4,12,12,0,0,,RMS,1,comprehension failure,RMS,
SW-SS-25,English (India),12,48,13,11,4,4,12,12,0,0,,RMS,1,comprehension failure,RMS,
SW-SS-33,English (India),1,5,1,2,1,1,19,19,,,,JA,0,,RMS,
SW-SS-33,English (India),4,3,4,5,1,1,19,19,,,,JA,0,,RMS,
SW-SS-33,English (India),14,16,12,13,1,1,19,19,,,,JA,0,,RMS,
SW-SS-33,English (India),14,16,16,17,1,1,19,19,,,,JA,0,,RMS,
SW-SS-33,English (India),19,doesn't know,20,17,1,1,19,19,,,,JA,0,,RMS,
SW-ST-20,English (India),12,16,13,14,12,12,14,14,0,0,,RMS,0,,RMS,
SW-ST-20,English (India),14,16,15,17,12,12,14,14,0,0,,RMS,0,,RMS,
SW-VM-15,English (India),100,IDK,NA,NA,100,100,100,100,0,0,Experimenter didn't provide a prompt,RMS,1,Exclude? Experimenter didn't provide a prompt,RMS,
SW-VP-12,English (India),11,7,12,13,11,11,15,15,0,0,,RMS,0,,RMS,
SW-VP-12,English (India),15,17,16,15,11,11,15,15,0,0,,RMS,0,,RMS,
SW-YD-10,English (India),81,81,NA,NA,81,140,140,140,0,1,"Child repeated number in count list, unclear if this is actually an error",RMS,0,,RMS,
SW-YT-1,English (India),39,30-10,40,49,39,39,39,39,0,0,,RMS,0,,RMS,
SW-ZK-6,English (India),94,unintelligible,94,95,94,94,140,140,,,,JA,0,,RMS,
SW-ZK-6,English (India),100,silence,101,102,94,94,140,140,,,,JA,0,,RMS,
SW-ZK-6,English (India),110,unintelligible,111,112,94,94,140,140,,,,JA,0,,RMS,
SW-ZK-6,English (India),120,119,121,22,94,94,140,140,,,,JA,1,using error below,RMS,
SW-ZK-6,English (India),120,119,121,122,94,94,140,140,,,,JA,0,,RMS,
SW-ZK-6,English (India),121,NA,121,102,94,94,140,140,,,,JA,1,seems like child was trying to self correct,RMS,
SW-ZK-6,English (India),127,108,128,129,94,94,140,140,,,,JA,0,,RMS,
SW-ZK-6,English (India),140,NA,NA,NA,94,94,140,140,,,,JA,0,,RMS,
